"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0061180","GO:0061180","mammary gland epithelium development","2/329","67/17913",0.349295720729465,0.768288499423511,0.683036855287317,"WNT3/PYGO2",2
"GO:0043583","GO:0043583","ear development","5/329","212/17913",0.350059490052135,0.769373407811647,0.684001378919083,"MCM2/CTHRC1/CCNA2/SIX4/MYO7A",5
"GO:0031032","GO:0031032","actomyosin structure organization","4/329","163/17913",0.351320811226536,0.771549333689782,0.685935857399829,"ECT2/KRT8/SIX4/RACGAP1",4
"GO:0006470","GO:0006470","protein dephosphorylation","7/329","313/17913",0.352642158668319,0.773853625966589,0.687984458350636,"DLGAP5/PLPP2/PPME1/CDC25C/CDKN3/PTPRH/CDCA2",7
"GO:0051146","GO:0051146","striated muscle cell differentiation","6/329","263/17913",0.353778547974217,0.77505077386973,0.689048767057181,"MESP1/EZH2/KRT8/CCNB1/SIX4/BCL9",6
"GO:0009063","GO:0009063","cellular amino acid catabolic process","3/329","115/17913",0.354005258529106,0.77505077386973,0.689048767057181,"GPT2/PPAT/GAD1",3
"GO:0042471","GO:0042471","ear morphogenesis","3/329","115/17913",0.354005258529106,0.77505077386973,0.689048767057181,"CTHRC1/SIX4/MYO7A",3
"GO:0032436","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","2/329","68/17913",0.355959491629283,0.77646729924901,0.690308110443454,"AURKA/PLK1",2
"GO:0042698","GO:0042698","ovulation cycle","2/329","68/17913",0.355959491629283,0.77646729924901,0.690308110443454,"MDK/SGPL1",2
"GO:0072091","GO:0072091","regulation of stem cell proliferation","2/329","68/17913",0.355959491629283,0.77646729924901,0.690308110443454,"EPCAM/ASPM",2
"GO:0036293","GO:0036293","response to decreased oxygen levels","8/329","365/17913",0.356340010166946,0.77646729924901,0.690308110443454,"CCNB1/CCNA2/IRAK1/P4HB/ENO1/MB/HYOU1/CLDN3",8
"GO:0071426","GO:0071426","ribonucleoprotein complex export from nucleus","3/329","116/17913",0.359021715945753,0.77646729924901,0.690308110443454,"NUP210/CPSF3/NUP155",3
"GO:0006688","GO:0006688","glycosphingolipid biosynthetic process","1/329","24/17913",0.359293588541384,0.77646729924901,0.690308110443454,"B4GALT3",1
"GO:0008210","GO:0008210","estrogen metabolic process","1/329","24/17913",0.359293588541384,0.77646729924901,0.690308110443454,"SGPL1",1
"GO:0030325","GO:0030325","adrenal gland development","1/329","24/17913",0.359293588541384,0.77646729924901,0.690308110443454,"MDK",1
"GO:0034162","GO:0034162","toll-like receptor 9 signaling pathway","1/329","24/17913",0.359293588541384,0.77646729924901,0.690308110443454,"IRAK1",1
"GO:0042274","GO:0042274","ribosomal small subunit biogenesis","1/329","24/17913",0.359293588541384,0.77646729924901,0.690308110443454,"NOL11",1
"GO:0046697","GO:0046697","decidualization","1/329","24/17913",0.359293588541384,0.77646729924901,0.690308110443454,"SPP1",1
"GO:0060148","GO:0060148","positive regulation of posttranscriptional gene silencing","1/329","24/17913",0.359293588541384,0.77646729924901,0.690308110443454,"XPO5",1
"GO:0060259","GO:0060259","regulation of feeding behavior","1/329","24/17913",0.359293588541384,0.77646729924901,0.690308110443454,"NMU",1
"GO:0090023","GO:0090023","positive regulation of neutrophil chemotaxis","1/329","24/17913",0.359293588541384,0.77646729924901,0.690308110443454,"MDK",1
"GO:0090103","GO:0090103","cochlea morphogenesis","1/329","24/17913",0.359293588541384,0.77646729924901,0.690308110443454,"CTHRC1",1
"GO:1904376","GO:1904376","negative regulation of protein localization to cell periphery","1/329","24/17913",0.359293588541384,0.77646729924901,0.690308110443454,"SAPCD2",1
"GO:1905564","GO:1905564","positive regulation of vascular endothelial cell proliferation","1/329","24/17913",0.359293588541384,0.77646729924901,0.690308110443454,"MDK",1
"GO:0010976","GO:0010976","positive regulation of neuron projection development","6/329","265/17913",0.360314861177343,0.778083117075447,0.69174463217678,"WNT3/EZH2/DDX56/MDK/RASAL1/CRABP2",6
"GO:0002181","GO:0002181","cytoplasmic translation","2/329","69/17913",0.362598789251314,0.780053673699499,0.693496529804648,"DENR/TICRR",2
"GO:0031146","GO:0031146","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","2/329","69/17913",0.362598789251314,0.780053673699499,0.693496529804648,"CCNF/KIF14",2
"GO:0045454","GO:0045454","cell redox homeostasis","2/329","69/17913",0.362598789251314,0.780053673699499,0.693496529804648,"PDIA4/P4HB",2
"GO:0050795","GO:0050795","regulation of behavior","2/329","69/17913",0.362598789251314,0.780053673699499,0.693496529804648,"MDK/NMU",2
"GO:0071479","GO:0071479","cellular response to ionizing radiation","2/329","69/17913",0.362598789251314,0.780053673699499,0.693496529804648,"ECT2/BLM",2
"GO:0034605","GO:0034605","cellular response to heat","3/329","117/17913",0.364032679351296,0.781365237792517,0.694662558730338,"NUP210/IRAK1/NUP155",3
"GO:0045727","GO:0045727","positive regulation of translation","3/329","117/17913",0.364032679351296,0.781365237792517,0.694662558730338,"UQCC2/YTHDF1/NAT10",3
"GO:0071166","GO:0071166","ribonucleoprotein complex localization","3/329","117/17913",0.364032679351296,0.781365237792517,0.694662558730338,"NUP210/CPSF3/NUP155",3
"GO:0048588","GO:0048588","developmental cell growth","5/329","216/17913",0.364621276107958,0.782038393100326,0.695261018664218,"WNT3/AURKA/SPP1/RASAL1/CRABP2",5
"GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process","4/329","167/17913",0.368007173504352,0.785809994746432,0.6986141118443,"AURKA/PBK/PLK1/UBQLN4",4
"GO:0071248","GO:0071248","cellular response to metal ion","4/329","167/17913",0.368007173504352,0.785809994746432,0.6986141118443,"PARP1/ECT2/CCNB1/RASAL1",4
"GO:0043393","GO:0043393","regulation of protein binding","5/329","217/17913",0.368264485565182,0.785809994746432,0.6986141118443,"AURKA/AURKB/CTHRC1/PLK1/NVL",5
"GO:0006730","GO:0006730","one-carbon metabolic process","1/329","25/17913",0.371076941963593,0.785809994746432,0.6986141118443,"SFXN1",1
"GO:0010460","GO:0010460","positive regulation of heart rate","1/329","25/17913",0.371076941963593,0.785809994746432,0.6986141118443,"NMU",1
"GO:0030194","GO:0030194","positive regulation of blood coagulation","1/329","25/17913",0.371076941963593,0.785809994746432,0.6986141118443,"F12",1
"GO:0035640","GO:0035640","exploration behavior","1/329","25/17913",0.371076941963593,0.785809994746432,0.6986141118443,"GAD1",1
"GO:0042730","GO:0042730","fibrinolysis","1/329","25/17913",0.371076941963593,0.785809994746432,0.6986141118443,"F12",1
"GO:0045948","GO:0045948","positive regulation of translational initiation","1/329","25/17913",0.371076941963593,0.785809994746432,0.6986141118443,"YTHDF1",1
"GO:0046755","GO:0046755","viral budding","1/329","25/17913",0.371076941963593,0.785809994746432,0.6986141118443,"CHMP4B",1
"GO:0050901","GO:0050901","leukocyte tethering or rolling","1/329","25/17913",0.371076941963593,0.785809994746432,0.6986141118443,"PODXL2",1
"GO:0051875","GO:0051875","pigment granule localization","1/329","25/17913",0.371076941963593,0.785809994746432,0.6986141118443,"MYO7A",1
"GO:0060669","GO:0060669","embryonic placenta morphogenesis","1/329","25/17913",0.371076941963593,0.785809994746432,0.6986141118443,"ST14",1
"GO:0070129","GO:0070129","regulation of mitochondrial translation","1/329","25/17913",0.371076941963593,0.785809994746432,0.6986141118443,"UQCC2",1
"GO:1900048","GO:1900048","positive regulation of hemostasis","1/329","25/17913",0.371076941963593,0.785809994746432,0.6986141118443,"F12",1
"GO:1903859","GO:1903859","regulation of dendrite extension","1/329","25/17913",0.371076941963593,0.785809994746432,0.6986141118443,"RASAL1",1
"GO:1905809","GO:1905809","negative regulation of synapse organization","1/329","25/17913",0.371076941963593,0.785809994746432,0.6986141118443,"NGEF",1
"GO:0030900","GO:0030900","forebrain development","8/329","371/17913",0.373003614169577,0.789302290698123,0.70171889194496,"ATIC/ASPM/STIL/EZH2/KIF14/MDK/WDR62/SRD5A1",8
"GO:0000288","GO:0000288","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","2/329","71/17913",0.37579863170208,0.790699664891675,0.702961209219707,"CNOT11/SKIV2L",2
"GO:0001707","GO:0001707","mesoderm formation","2/329","71/17913",0.37579863170208,0.790699664891675,0.702961209219707,"WNT3/MESP1",2
"GO:0034637","GO:0034637","cellular carbohydrate biosynthetic process","2/329","71/17913",0.37579863170208,0.790699664891675,0.702961209219707,"GYG2/PGM2L1",2
"GO:0042795","GO:0042795","snRNA transcription by RNA polymerase II","2/329","71/17913",0.37579863170208,0.790699664891675,0.702961209219707,"NABP2/POLR2H",2
"GO:1901983","GO:1901983","regulation of protein acetylation","2/329","71/17913",0.37579863170208,0.790699664891675,0.702961209219707,"CHEK1/PYGO2",2
"GO:1903036","GO:1903036","positive regulation of response to wounding","2/329","71/17913",0.37579863170208,0.790699664891675,0.702961209219707,"MDK/F12",2
"GO:2000300","GO:2000300","regulation of synaptic vesicle exocytosis","2/329","71/17913",0.37579863170208,0.790699664891675,0.702961209219707,"STX1A/CHRNA5",2
"GO:0009301","GO:0009301","snRNA transcription","2/329","72/17913",0.382356651998286,0.790699664891675,0.702961209219707,"NABP2/POLR2H",2
"GO:0050772","GO:0050772","positive regulation of axonogenesis","2/329","72/17913",0.382356651998286,0.790699664891675,0.702961209219707,"WNT3/CRABP2",2
"GO:0051651","GO:0051651","maintenance of location in cell","2/329","72/17913",0.382356651998286,0.790699664891675,0.702961209219707,"ASPM/BARD1",2
"GO:0002021","GO:0002021","response to dietary excess","1/329","26/17913",0.382644232107487,0.790699664891675,0.702961209219707,"VGF",1
"GO:0002691","GO:0002691","regulation of cellular extravasation","1/329","26/17913",0.382644232107487,0.790699664891675,0.702961209219707,"MDK",1
"GO:0010996","GO:0010996","response to auditory stimulus","1/329","26/17913",0.382644232107487,0.790699664891675,0.702961209219707,"MDK",1
"GO:0017004","GO:0017004","cytochrome complex assembly","1/329","26/17913",0.382644232107487,0.790699664891675,0.702961209219707,"UQCC2",1
"GO:0021591","GO:0021591","ventricular system development","1/329","26/17913",0.382644232107487,0.790699664891675,0.702961209219707,"CENPF",1
"GO:0032967","GO:0032967","positive regulation of collagen biosynthetic process","1/329","26/17913",0.382644232107487,0.790699664891675,0.702961209219707,"CBX8",1
"GO:0033598","GO:0033598","mammary gland epithelial cell proliferation","1/329","26/17913",0.382644232107487,0.790699664891675,0.702961209219707,"PYGO2",1
"GO:0034377","GO:0034377","plasma lipoprotein particle assembly","1/329","26/17913",0.382644232107487,0.790699664891675,0.702961209219707,"P4HB",1
"GO:0042255","GO:0042255","ribosome assembly","1/329","26/17913",0.382644232107487,0.790699664891675,0.702961209219707,"BOP1",1
"GO:0045992","GO:0045992","negative regulation of embryonic development","1/329","26/17913",0.382644232107487,0.790699664891675,0.702961209219707,"MESP1",1
"GO:0050820","GO:0050820","positive regulation of coagulation","1/329","26/17913",0.382644232107487,0.790699664891675,0.702961209219707,"F12",1
"GO:0060037","GO:0060037","pharyngeal system development","1/329","26/17913",0.382644232107487,0.790699664891675,0.702961209219707,"SIX4",1
"GO:0060074","GO:0060074","synapse maturation","1/329","26/17913",0.382644232107487,0.790699664891675,0.702961209219707,"CDC20",1
"GO:0060351","GO:0060351","cartilage development involved in endochondral bone morphogenesis","1/329","26/17913",0.382644232107487,0.790699664891675,0.702961209219707,"POC1A",1
"GO:0060914","GO:0060914","heart formation","1/329","26/17913",0.382644232107487,0.790699664891675,0.702961209219707,"MESP1",1
"GO:0061217","GO:0061217","regulation of mesonephros development","1/329","26/17913",0.382644232107487,0.790699664891675,0.702961209219707,"SIX4",1
"GO:0070911","GO:0070911","global genome nucleotide-excision repair","1/329","26/17913",0.382644232107487,0.790699664891675,0.702961209219707,"PARP1",1
"GO:0071624","GO:0071624","positive regulation of granulocyte chemotaxis","1/329","26/17913",0.382644232107487,0.790699664891675,0.702961209219707,"MDK",1
"GO:0098868","GO:0098868","bone growth","1/329","26/17913",0.382644232107487,0.790699664891675,0.702961209219707,"POC1A",1
"GO:1903203","GO:1903203","regulation of oxidative stress-induced neuron death","1/329","26/17913",0.382644232107487,0.790699664891675,0.702961209219707,"PARP1",1
"GO:1903579","GO:1903579","negative regulation of ATP metabolic process","1/329","26/17913",0.382644232107487,0.790699664891675,0.702961209219707,"PARP1",1
"GO:2000679","GO:2000679","positive regulation of transcription regulatory region DNA binding","1/329","26/17913",0.382644232107487,0.790699664891675,0.702961209219707,"PARP1",1
"GO:0071826","GO:0071826","ribonucleoprotein complex subunit organization","5/329","221/17913",0.382838761798817,0.790699664891675,0.702961209219707,"CPSF6/BOP1/SNRPG/DENR/TICRR",5
"GO:0030522","GO:0030522","intracellular receptor signaling pathway","6/329","272/17913",0.383238880156358,0.790951651062905,0.70318523423388,"PARP1/EZH2/CYP24A1/IRAK1/CCNE1/CRABP2",6
"GO:0046718","GO:0046718","viral entry into host cell","3/329","121/17913",0.384006833319762,0.791961881045253,0.704083366004403,"XPR1/SLC52A2/P4HB",3
"GO:0043433","GO:0043433","negative regulation of DNA-binding transcription factor activity","4/329","171/17913",0.384669879626266,0.792754447577609,0.704787986927758,"EZH2/TONSL/IRAK1/DAP",4
"GO:0071900","GO:0071900","regulation of protein serine/threonine kinase activity","10/329","479/17913",0.385282643821694,0.79344231645829,0.705399527771416,"EZH2/PKMYT1/CCNB1/CDC25C/CDKN3/BLM/IRAK1/CKS1B/PLK1/HEXIM2",10
"GO:0048638","GO:0048638","regulation of developmental growth","7/329","325/17913",0.388610100754262,0.79414196950183,0.706021545171144,"WNT3/CCNB1/SPP1/SIX4/RASAL1/SGPL1/CRABP2",7
"GO:0043123","GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling","4/329","172/17913",0.38882846236263,0.79414196950183,0.706021545171144,"ECT2/CANT1/IRAK1/UNC5CL",4
"GO:0043627","GO:0043627","response to estrogen","2/329","73/17913",0.388885146704401,0.79414196950183,0.706021545171144,"SRD5A1/PELP1",2
"GO:0044766","GO:0044766","multi-organism transport","2/329","73/17913",0.388885146704401,0.79414196950183,0.706021545171144,"NUP210/NUP155",2
"GO:0048332","GO:0048332","mesoderm morphogenesis","2/329","73/17913",0.388885146704401,0.79414196950183,0.706021545171144,"WNT3/MESP1",2
"GO:0051881","GO:0051881","regulation of mitochondrial membrane potential","2/329","73/17913",0.388885146704401,0.79414196950183,0.706021545171144,"PYCR1/PARP1",2
"GO:1902579","GO:1902579","multi-organism localization","2/329","73/17913",0.388885146704401,0.79414196950183,0.706021545171144,"NUP210/NUP155",2
"GO:0030326","GO:0030326","embryonic limb morphogenesis","3/329","123/17913",0.393942193487936,0.79414196950183,0.706021545171144,"WNT3/SALL4/CRABP2",3
"GO:0035113","GO:0035113","embryonic appendage morphogenesis","3/329","123/17913",0.393942193487936,0.79414196950183,0.706021545171144,"WNT3/SALL4/CRABP2",3
"GO:0001835","GO:0001835","blastocyst hatching","1/329","27/17913",0.393999408919509,0.79414196950183,0.706021545171144,"ASF1B",1
"GO:0002063","GO:0002063","chondrocyte development","1/329","27/17913",0.393999408919509,0.79414196950183,0.706021545171144,"POC1A",1
"GO:0006099","GO:0006099","tricarboxylic acid cycle","1/329","27/17913",0.393999408919509,0.79414196950183,0.706021545171144,"IDH2",1
"GO:0006760","GO:0006760","folic acid-containing compound metabolic process","1/329","27/17913",0.393999408919509,0.79414196950183,0.706021545171144,"ATIC",1
"GO:0010714","GO:0010714","positive regulation of collagen metabolic process","1/329","27/17913",0.393999408919509,0.79414196950183,0.706021545171144,"CBX8",1
"GO:0015949","GO:0015949","nucleobase-containing small molecule interconversion","1/329","27/17913",0.393999408919509,0.79414196950183,0.706021545171144,"RRM2",1
"GO:0018200","GO:0018200","peptidyl-glutamic acid modification","1/329","27/17913",0.393999408919509,0.79414196950183,0.706021545171144,"PARP1",1
"GO:0021846","GO:0021846","cell proliferation in forebrain","1/329","27/17913",0.393999408919509,0.79414196950183,0.706021545171144,"KIF14",1
"GO:0035116","GO:0035116","embryonic hindlimb morphogenesis","1/329","27/17913",0.393999408919509,0.79414196950183,0.706021545171144,"WNT3",1
"GO:0035188","GO:0035188","hatching","1/329","27/17913",0.393999408919509,0.79414196950183,0.706021545171144,"ASF1B",1
"GO:0036475","GO:0036475","neuron death in response to oxidative stress","1/329","27/17913",0.393999408919509,0.79414196950183,0.706021545171144,"PARP1",1
"GO:0044788","GO:0044788","modulation by host of viral process","1/329","27/17913",0.393999408919509,0.79414196950183,0.706021545171144,"PC",1
"GO:0048679","GO:0048679","regulation of axon regeneration","1/329","27/17913",0.393999408919509,0.79414196950183,0.706021545171144,"SPP1",1
"GO:0050686","GO:0050686","negative regulation of mRNA processing","1/329","27/17913",0.393999408919509,0.79414196950183,0.706021545171144,"BARD1",1
"GO:0051569","GO:0051569","regulation of histone H3-K4 methylation","1/329","27/17913",0.393999408919509,0.79414196950183,0.706021545171144,"PYGO2",1
"GO:0071684","GO:0071684","organism emergence from protective structure","1/329","27/17913",0.393999408919509,0.79414196950183,0.706021545171144,"ASF1B",1
"GO:0072378","GO:0072378","blood coagulation, fibrin clot formation","1/329","27/17913",0.393999408919509,0.79414196950183,0.706021545171144,"F12",1
"GO:1902624","GO:1902624","positive regulation of neutrophil migration","1/329","27/17913",0.393999408919509,0.79414196950183,0.706021545171144,"MDK",1
"GO:2000171","GO:2000171","negative regulation of dendrite development","1/329","27/17913",0.393999408919509,0.79414196950183,0.706021545171144,"NGEF",1
"GO:2000191","GO:2000191","regulation of fatty acid transport","1/329","27/17913",0.393999408919509,0.79414196950183,0.706021545171144,"EPRS",1
"GO:2000463","GO:2000463","positive regulation of excitatory postsynaptic potential","1/329","27/17913",0.393999408919509,0.79414196950183,0.706021545171144,"STX1A",1
"GO:0032481","GO:0032481","positive regulation of type I interferon production","2/329","74/17913",0.395382988265608,0.796366302144043,0.70799905905322,"POLR2H/IRAK1",2
"GO:0001822","GO:0001822","kidney development","6/329","276/17913",0.396348807310346,0.797746644013181,0.709226233962418,"CENPF/EPCAM/PPAT/GCNT3/SIX4/SGPL1",6
"GO:0005996","GO:0005996","monosaccharide metabolic process","6/329","277/17913",0.39962519867698,0.803772323223006,0.714583285358524,"FUT2/PC/PGM2L1/SLC25A10/HKDC1/ENO1",6
"GO:0006110","GO:0006110","regulation of glycolytic process","2/329","75/17913",0.401849100228292,0.80405755319655,0.714836865340926,"NUP210/NUP155",2
"GO:0035050","GO:0035050","embryonic heart tube development","2/329","75/17913",0.401849100228292,0.80405755319655,0.714836865340926,"STIL/MESP1",2
"GO:0032543","GO:0032543","mitochondrial translation","3/329","125/17913",0.40383590373132,0.80405755319655,0.714836865340926,"DAP3/MRPL12/UQCC2",3
"GO:0051170","GO:0051170","import into nucleus","3/329","125/17913",0.40383590373132,0.80405755319655,0.714836865340926,"ECT2/IPO4/SNRPG",3
"GO:0000737","GO:0000737","DNA catabolic process, endonucleolytic","1/329","28/17913",0.405146350352221,0.80405755319655,0.714836865340926,"DNASE1",1
"GO:0001516","GO:0001516","prostaglandin biosynthetic process","1/329","28/17913",0.405146350352221,0.80405755319655,0.714836865340926,"PTGES",1
"GO:0006482","GO:0006482","protein demethylation","1/329","28/17913",0.405146350352221,0.80405755319655,0.714836865340926,"PPME1",1
"GO:0008214","GO:0008214","protein dealkylation","1/329","28/17913",0.405146350352221,0.80405755319655,0.714836865340926,"PPME1",1
"GO:0010165","GO:0010165","response to X-ray","1/329","28/17913",0.405146350352221,0.80405755319655,0.714836865340926,"BLM",1
"GO:0018146","GO:0018146","keratan sulfate biosynthetic process","1/329","28/17913",0.405146350352221,0.80405755319655,0.714836865340926,"B4GALT3",1
"GO:0033688","GO:0033688","regulation of osteoblast proliferation","1/329","28/17913",0.405146350352221,0.80405755319655,0.714836865340926,"CTHRC1",1
"GO:0044030","GO:0044030","regulation of DNA methylation","1/329","28/17913",0.405146350352221,0.80405755319655,0.714836865340926,"PARP1",1
"GO:0045577","GO:0045577","regulation of B cell differentiation","1/329","28/17913",0.405146350352221,0.80405755319655,0.714836865340926,"HMGB3",1
"GO:0046457","GO:0046457","prostanoid biosynthetic process","1/329","28/17913",0.405146350352221,0.80405755319655,0.714836865340926,"PTGES",1
"GO:0050685","GO:0050685","positive regulation of mRNA processing","1/329","28/17913",0.405146350352221,0.80405755319655,0.714836865340926,"CCNB1",1
"GO:0050869","GO:0050869","negative regulation of B cell activation","1/329","28/17913",0.405146350352221,0.80405755319655,0.714836865340926,"HMGB3",1
"GO:0070229","GO:0070229","negative regulation of lymphocyte apoptotic process","1/329","28/17913",0.405146350352221,0.80405755319655,0.714836865340926,"AURKB",1
"GO:0090344","GO:0090344","negative regulation of cell aging","1/329","28/17913",0.405146350352221,0.80405755319655,0.714836865340926,"FOXM1",1
"GO:1900543","GO:1900543","negative regulation of purine nucleotide metabolic process","1/329","28/17913",0.405146350352221,0.80405755319655,0.714836865340926,"PARP1",1
"GO:0045333","GO:0045333","cellular respiration","4/329","176/17913",0.405421424502058,0.80405755319655,0.714836865340926,"IDH2/CCNB1/TRAP1/NDUFS8",4
"GO:1902803","GO:1902803","regulation of synaptic vesicle transport","2/329","76/17913",0.408282455753386,0.80916745934678,0.719379760659918,"STX1A/CHRNA5",2
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","4/329","178/17913",0.413687259568764,0.817184811595432,0.726507482956631,"TIMELESS/MDK/SIX4/ST14",4
"GO:0016073","GO:0016073","snRNA metabolic process","2/329","77/17913",0.414682076166815,0.817184811595432,0.726507482956631,"NABP2/POLR2H",2
"GO:0030811","GO:0030811","regulation of nucleotide catabolic process","2/329","77/17913",0.414682076166815,0.817184811595432,0.726507482956631,"NUP210/NUP155",2
"GO:0001580","GO:0001580","detection of chemical stimulus involved in sensory perception of bitter taste","1/329","29/17913",0.416088863672551,0.817184811595432,0.726507482956631,"CST1",1
"GO:0003401","GO:0003401","axis elongation","1/329","29/17913",0.416088863672551,0.817184811595432,0.726507482956631,"SIX4",1
"GO:0006101","GO:0006101","citrate metabolic process","1/329","29/17913",0.416088863672551,0.817184811595432,0.726507482956631,"IDH2",1
"GO:0006294","GO:0006294","nucleotide-excision repair, preincision complex assembly","1/329","29/17913",0.416088863672551,0.817184811595432,0.726507482956631,"PARP1",1
"GO:0006929","GO:0006929","substrate-dependent cell migration","1/329","29/17913",0.416088863672551,0.817184811595432,0.726507482956631,"ITGA11",1
"GO:0010800","GO:0010800","positive regulation of peptidyl-threonine phosphorylation","1/329","29/17913",0.416088863672551,0.817184811595432,0.726507482956631,"PLK1",1
"GO:0042491","GO:0042491","inner ear auditory receptor cell differentiation","1/329","29/17913",0.416088863672551,0.817184811595432,0.726507482956631,"MYO7A",1
"GO:0045980","GO:0045980","negative regulation of nucleotide metabolic process","1/329","29/17913",0.416088863672551,0.817184811595432,0.726507482956631,"PARP1",1
"GO:0046134","GO:0046134","pyrimidine nucleoside biosynthetic process","1/329","29/17913",0.416088863672551,0.817184811595432,0.726507482956631,"TK1",1
"GO:0071549","GO:0071549","cellular response to dexamethasone stimulus","1/329","29/17913",0.416088863672551,0.817184811595432,0.726507482956631,"SRD5A1",1
"GO:0006575","GO:0006575","cellular modified amino acid metabolic process","4/329","179/17913",0.417811103225318,0.817184811595432,0.726507482956631,"ATIC/SLC5A6/P4HB/GGCT",4
"GO:0014013","GO:0014013","regulation of gliogenesis","3/329","128/17913",0.418587336614514,0.817184811595432,0.726507482956631,"EZH2/IDH2/MDK",3
"GO:0032355","GO:0032355","response to estradiol","3/329","128/17913",0.418587336614514,0.817184811595432,0.726507482956631,"EZH2/CCNA2/SRD5A1",3
"GO:0045216","GO:0045216","cell-cell junction organization","3/329","128/17913",0.418587336614514,0.817184811595432,0.726507482956631,"ECT2/MARVELD3/CLDN3",3
"GO:0045995","GO:0045995","regulation of embryonic development","3/329","128/17913",0.418587336614514,0.817184811595432,0.726507482956631,"MESP1/SIX4/RACGAP1",3
"GO:0051291","GO:0051291","protein heterooligomerization","3/329","128/17913",0.418587336614514,0.817184811595432,0.726507482956631,"CPSF6/RRM2/CLDN3",3
"GO:0051494","GO:0051494","negative regulation of cytoskeleton organization","3/329","128/17913",0.418587336614514,0.817184811595432,0.726507482956631,"CCNF/NEK2/SPTBN2",3
"GO:0010038","GO:0010038","response to metal ion","7/329","335/17913",0.418649180905254,0.817184811595432,0.726507482956631,"PARP1/ECT2/CCNB1/RASAL1/NUDT1/KCNMB3/PTGES",7
"GO:0060271","GO:0060271","cilium assembly","7/329","335/17913",0.418649180905254,0.817184811595432,0.726507482956631,"CELSR3/NEK2/POC1A/HYLS1/WDR34/PLK1/PLK4",7
"GO:0018105","GO:0018105","peptidyl-serine phosphorylation","5/329","231/17913",0.419177199077263,0.817654289558118,0.726924866207195,"AURKA/TTK/AURKB/CCNB1/PLK1",5
"GO:0070482","GO:0070482","response to oxygen levels","8/329","389/17913",0.423219211458667,0.821811064943188,0.730620393068894,"CCNB1/CCNA2/IRAK1/P4HB/ENO1/MB/HYOU1/CLDN3",8
"GO:0030833","GO:0030833","regulation of actin filament polymerization","3/329","129/17913",0.423478307955293,0.821811064943188,0.730620393068894,"BAIAP2L1/SPIRE2/SPTBN2",3
"GO:1903364","GO:1903364","positive regulation of cellular protein catabolic process","3/329","129/17913",0.423478307955293,0.821811064943188,0.730620393068894,"AURKA/UQCC2/PLK1",3
"GO:0001569","GO:0001569","branching involved in blood vessel morphogenesis","1/329","30/17913",0.426830686746346,0.821811064943188,0.730620393068894,"MDK",1
"GO:0003209","GO:0003209","cardiac atrium morphogenesis","1/329","30/17913",0.426830686746346,0.821811064943188,0.730620393068894,"MESP1",1
"GO:0006362","GO:0006362","transcription elongation from RNA polymerase I promoter","1/329","30/17913",0.426830686746346,0.821811064943188,0.730620393068894,"POLR2H",1
"GO:0006471","GO:0006471","protein ADP-ribosylation","1/329","30/17913",0.426830686746346,0.821811064943188,0.730620393068894,"PARP1",1
"GO:0006739","GO:0006739","NADP metabolic process","1/329","30/17913",0.426830686746346,0.821811064943188,0.730620393068894,"IDH2",1
"GO:0010586","GO:0010586","miRNA metabolic process","1/329","30/17913",0.426830686746346,0.821811064943188,0.730620393068894,"XPO5",1
"GO:0010862","GO:0010862","positive regulation of pathway-restricted SMAD protein phosphorylation","1/329","30/17913",0.426830686746346,0.821811064943188,0.730620393068894,"TTK",1
"GO:0021772","GO:0021772","olfactory bulb development","1/329","30/17913",0.426830686746346,0.821811064943188,0.730620393068894,"KIF14",1
"GO:0036258","GO:0036258","multivesicular body assembly","1/329","30/17913",0.426830686746346,0.821811064943188,0.730620393068894,"CHMP4B",1
"GO:0042168","GO:0042168","heme metabolic process","1/329","30/17913",0.426830686746346,0.821811064943188,0.730620393068894,"SLC25A39",1
"GO:0046596","GO:0046596","regulation of viral entry into host cell","1/329","30/17913",0.426830686746346,0.821811064943188,0.730620393068894,"P4HB",1
"GO:0060325","GO:0060325","face morphogenesis","1/329","30/17913",0.426830686746346,0.821811064943188,0.730620393068894,"SGPL1",1
"GO:0065005","GO:0065005","protein-lipid complex assembly","1/329","30/17913",0.426830686746346,0.821811064943188,0.730620393068894,"P4HB",1
"GO:0090022","GO:0090022","regulation of neutrophil chemotaxis","1/329","30/17913",0.426830686746346,0.821811064943188,0.730620393068894,"MDK",1
"GO:0006368","GO:0006368","transcription elongation from RNA polymerase II promoter","2/329","79/17913",0.427376429342818,0.821811064943188,0.730620393068894,"EZH2/POLR2H",2
"GO:0036503","GO:0036503","ERAD pathway","2/329","79/17913",0.427376429342818,0.821811064943188,0.730620393068894,"FOXRED2/MARCH6",2
"GO:0045652","GO:0045652","regulation of megakaryocyte differentiation","2/329","79/17913",0.427376429342818,0.821811064943188,0.730620393068894,"DPY30/SETD1A",2
