"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005518","GO:0005518","collagen binding","1/333","61/16969",0.702139701825056,0.929766508524137,0.850206849899994,"ITGA11",1
"GO:0003725","GO:0003725","double-stranded RNA binding","1/333","62/16969",0.708006006491028,0.929766508524137,0.850206849899994,"ILF2",1
"GO:0005230","GO:0005230","extracellular ligand-gated ion channel activity","1/333","62/16969",0.708006006491028,0.929766508524137,0.850206849899994,"CHRNA5",1
"GO:0005249","GO:0005249","voltage-gated potassium channel activity","1/333","62/16969",0.708006006491028,0.929766508524137,0.850206849899994,"HCN3",1
"GO:0048029","GO:0048029","monosaccharide binding","1/333","62/16969",0.708006006491028,0.929766508524137,0.850206849899994,"HKDC1",1
"GO:0016247","GO:0016247","channel regulator activity","2/333","127/16969",0.715300882357677,0.936648560934891,0.85650000850202,"STX1A/KCNMB3",2
"GO:0004842","GO:0004842","ubiquitin-protein transferase activity","5/333","305/16969",0.718034734571372,0.936648560934891,0.85650000850202,"UBE2T/UBE2C/UBE2O/BARD1/MARCH6",5
"GO:0019210","GO:0019210","kinase inhibitor activity","1/333","64/16969",0.71939528421914,0.936648560934891,0.85650000850202,"HEXIM2",1
"GO:0072341","GO:0072341","modified amino acid binding","1/333","65/16969",0.724922724050848,0.937366813610525,0.85715680065272,"PTGES",1
"GO:0019888","GO:0019888","protein phosphatase regulator activity","1/333","66/16969",0.730341603185435,0.937366813610525,0.85715680065272,"PPME1",1
"GO:0019903","GO:0019903","protein phosphatase binding","2/333","132/16969",0.735004438390563,0.937366813610525,0.85715680065272,"NEK2/PPME1",2
"GO:0005525","GO:0005525","GTP binding","5/333","313/16969",0.73878137233533,0.937366813610525,0.85715680065272,"EEF1A2/DAP3/RAB26/RAB15/SRPRB",5
"GO:0004252","GO:0004252","serine-type endopeptidase activity","2/333","133/16969",0.738803311702729,0.937366813610525,0.85715680065272,"F12/ST14",2
"GO:0030295","GO:0030295","protein kinase activator activity","1/333","68/16969",0.740862141339477,0.937366813610525,0.85715680065272,"CCNB1",1
"GO:0016874","GO:0016874","ligase activity","2/333","134/16969",0.742555711743002,0.937366813610525,0.85715680065272,"PAICS/EPRS",2
"GO:0019887","GO:0019887","protein kinase regulator activity","2/333","136/16969",0.749922514322126,0.937366813610525,0.85715680065272,"CCNB1/HEXIM2",2
"GO:0032182","GO:0032182","ubiquitin-like protein binding","1/333","70/16969",0.750973412404161,0.937366813610525,0.85715680065272,"TOP2A",1
"GO:0032550","GO:0032550","purine ribonucleoside binding","5/333","318/16969",0.751171687729887,0.937366813610525,0.85715680065272,"EEF1A2/DAP3/RAB26/RAB15/SRPRB",5
"GO:0016705","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","2/333","137/16969",0.753537637751464,0.937366813610525,0.85715680065272,"CYP24A1/P4HB",2
"GO:0001883","GO:0001883","purine nucleoside binding","5/333","321/16969",0.758394331770384,0.937366813610525,0.85715680065272,"EEF1A2/DAP3/RAB26/RAB15/SRPRB",5
"GO:0061630","GO:0061630","ubiquitin protein ligase activity","2/333","139/16969",0.760633157312353,0.937366813610525,0.85715680065272,"UBE2O/MARCH6",2
"GO:0008080","GO:0008080","N-acetyltransferase activity","1/333","72/16969",0.76069129148482,0.937366813610525,0.85715680065272,"NAT10",1
"GO:0046332","GO:0046332","SMAD binding","1/333","72/16969",0.76069129148482,0.937366813610525,0.85715680065272,"PARP1",1
"GO:0032549","GO:0032549","ribonucleoside binding","5/333","322/16969",0.760766789754859,0.937366813610525,0.85715680065272,"EEF1A2/DAP3/RAB26/RAB15/SRPRB",5
"GO:0001664","GO:0001664","G protein-coupled receptor binding","3/333","205/16969",0.76990511924224,0.937366813610525,0.85715680065272,"WNT3/CTHRC1/NMU",3
"GO:0003714","GO:0003714","transcription corepressor activity","3/333","205/16969",0.76990511924224,0.937366813610525,0.85715680065272,"EZH2/TONSL/HDGF",3
"GO:0019209","GO:0019209","kinase activator activity","1/333","74/16969",0.770031039693846,0.937366813610525,0.85715680065272,"CCNB1",1
"GO:1901981","GO:1901981","phosphatidylinositol phosphate binding","2/333","143/16969",0.774295712618015,0.937366813610525,0.85715680065272,"LAPTM4B/RACGAP1",2
"GO:0001882","GO:0001882","nucleoside binding","5/333","329/16969",0.776886333315311,0.937366813610525,0.85715680065272,"EEF1A2/DAP3/RAB26/RAB15/SRPRB",5
"GO:0019787","GO:0019787","ubiquitin-like protein transferase activity","5/333","329/16969",0.776886333315311,0.937366813610525,0.85715680065272,"UBE2T/UBE2C/UBE2O/BARD1/MARCH6",5
"GO:0005506","GO:0005506","iron ion binding","2/333","144/16969",0.777603451207035,0.937366813610525,0.85715680065272,"CYP24A1/RRM2",2
"GO:0051219","GO:0051219","phosphoprotein binding","1/333","76/16969",0.779007327828591,0.937366813610525,0.85715680065272,"GPRIN1",1
"GO:0061659","GO:0061659","ubiquitin-like protein ligase activity","2/333","145/16969",0.780868792285546,0.937366813610525,0.85715680065272,"UBE2O/MARCH6",2
"GO:0019001","GO:0019001","guanyl nucleotide binding","5/333","331/16969",0.781336381426902,0.937366813610525,0.85715680065272,"EEF1A2/DAP3/RAB26/RAB15/SRPRB",5
"GO:0032561","GO:0032561","guanyl ribonucleotide binding","5/333","331/16969",0.781336381426902,0.937366813610525,0.85715680065272,"EEF1A2/DAP3/RAB26/RAB15/SRPRB",5
"GO:0005200","GO:0005200","structural constituent of cytoskeleton","1/333","77/16969",0.783363603199045,0.937366813610525,0.85715680065272,"SPTBN2",1
"GO:0019208","GO:0019208","phosphatase regulator activity","1/333","77/16969",0.783363603199045,0.937366813610525,0.85715680065272,"PPME1",1
"GO:0031490","GO:0031490","chromatin DNA binding","1/333","77/16969",0.783363603199045,0.937366813610525,0.85715680065272,"EZH2",1
"GO:0035257","GO:0035257","nuclear hormone receptor binding","2/333","147/16969",0.787273819758682,0.937366813610525,0.85715680065272,"PARP1/CCNE1",2
"GO:0008081","GO:0008081","phosphoric diester hydrolase activity","1/333","78/16969",0.787634259138822,0.937366813610525,0.85715680065272,"SMPDL3B",1
"GO:0035591","GO:0035591","signaling adaptor activity","1/333","78/16969",0.787634259138822,0.937366813610525,0.85715680065272,"RUSC1",1
"GO:0004866","GO:0004866","endopeptidase inhibitor activity","2/333","149/16969",0.793513882472057,0.941155742020072,0.860621512338981,"BIRC5/CST1",2
"GO:1990782","GO:1990782","protein tyrosine kinase binding","1/333","80/16969",0.795925391218641,0.941155742020072,0.860621512338981,"ARHGEF16",1
"GO:0042277","GO:0042277","peptide binding","3/333","215/16969",0.796996219172358,0.941155742020072,0.860621512338981,"KDELR3/KDELR2/PTGES",3
"GO:0004620","GO:0004620","phospholipase activity","1/333","83/16969",0.807760836993678,0.945893106922717,0.864953503278403,"SMPDL3B",1
"GO:0019207","GO:0019207","kinase regulator activity","2/333","154/16969",0.808412695124678,0.945893106922717,0.864953503278403,"CCNB1/HEXIM2",2
"GO:0061135","GO:0061135","endopeptidase regulator activity","2/333","154/16969",0.808412695124678,0.945893106922717,0.864953503278403,"BIRC5/CST1",2
"GO:0030674","GO:0030674","protein binding, bridging","2/333","156/16969",0.814099853281018,0.945893106922717,0.864953503278403,"STX1A/RUSC1",2
"GO:0051213","GO:0051213","dioxygenase activity","1/333","85/16969",0.815268392364492,0.945893106922717,0.864953503278403,"P4HB",1
"GO:0030414","GO:0030414","peptidase inhibitor activity","2/333","157/16969",0.816886624019467,0.945893106922717,0.864953503278403,"BIRC5/CST1",2
"GO:0004497","GO:0004497","monooxygenase activity","1/333","86/16969",0.818911819593977,0.945893106922717,0.864953503278403,"CYP24A1",1
"GO:0030594","GO:0030594","neurotransmitter receptor activity","1/333","86/16969",0.818911819593977,0.945893106922717,0.864953503278403,"CHRNA5",1
"GO:0008236","GO:0008236","serine-type peptidase activity","2/333","158/16969",0.819636040134345,0.945893106922717,0.864953503278403,"F12/ST14",2
"GO:0016407","GO:0016407","acetyltransferase activity","1/333","89/16969",0.82941781032113,0.952841507986738,0.871307333112369,"NAT10",1
"GO:0016410","GO:0016410","N-acyltransferase activity","1/333","90/16969",0.832782968446904,0.952841507986738,0.871307333112369,"NAT10",1
"GO:0017171","GO:0017171","serine hydrolase activity","2/333","163/16969",0.832836331676307,0.952841507986738,0.871307333112369,"F12/ST14",2
"GO:0008047","GO:0008047","enzyme activator activity","6/333","419/16969",0.834343054569918,0.952841507986738,0.871307333112369,"ECT2/CCNB1/ARHGEF19/RASAL1/DEPDC1B/RACGAP1",6
"GO:0099094","GO:0099094","ligand-gated cation channel activity","1/333","91/16969",0.836081935892083,0.952841507986738,0.871307333112369,"CHRNA5",1
"GO:0051427","GO:0051427","hormone receptor binding","2/333","170/16969",0.849855398467901,0.960936931092315,0.878710034881145,"PARP1/CCNE1",2
"GO:0016651","GO:0016651","oxidoreductase activity, acting on NAD(P)H","1/333","96/16969",0.851628467920911,0.960936931092315,0.878710034881145,"NDUFS8",1
"GO:1902936","GO:1902936","phosphatidylinositol bisphosphate binding","1/333","96/16969",0.851628467920911,0.960936931092315,0.878710034881145,"LAPTM4B",1
"GO:0009055","GO:0009055","electron transfer activity","1/333","97/16969",0.854556679867947,0.960936931092315,0.878710034881145,"SRD5A1",1
"GO:0016810","GO:0016810","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","1/333","97/16969",0.854556679867947,0.960936931092315,0.878710034881145,"ATIC",1
"GO:0003712","GO:0003712","transcription coregulator activity","7/333","494/16969",0.855801599462959,0.960936931092315,0.878710034881145,"EZH2/TFB2M/HES6/TONSL/BCL9/HDGF/CCNE1",7
"GO:0140101","GO:0140101","catalytic activity, acting on a tRNA","1/333","99/16969",0.860241373930647,0.963554676191925,0.881103780831958,"EPRS",1
"GO:0016298","GO:0016298","lipase activity","1/333","100/16969",0.863000094883883,0.964281279613532,0.881768209159443,"SMPDL3B",1
"GO:0019902","GO:0019902","phosphatase binding","2/333","177/16969",0.865286054304061,0.96447738248038,0.881947531601315,"NEK2/PPME1",2
"GO:0005179","GO:0005179","hormone activity","1/333","103/16969",0.870954731068815,0.96502668976713,0.882449834936199,"VGF",1
"GO:0005319","GO:0005319","lipid transporter activity","1/333","103/16969",0.870954731068815,0.96502668976713,0.882449834936199,"ABCC3",1
"GO:0008528","GO:0008528","G protein-coupled peptide receptor activity","1/333","105/16969",0.876000279037167,0.96502668976713,0.882449834936199,"KISS1R",1
"GO:0005261","GO:0005261","cation channel activity","3/333","254/16969",0.878426396607487,0.96502668976713,0.882449834936199,"CHRNA5/HCN3/KCNMB3",3
"GO:0001653","GO:0001653","peptide receptor activity","1/333","106/16969",0.878448802939007,0.96502668976713,0.882449834936199,"KISS1R",1
"GO:0022843","GO:0022843","voltage-gated cation channel activity","1/333","106/16969",0.878448802939007,0.96502668976713,0.882449834936199,"HCN3",1
"GO:0016616","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","1/333","108/16969",0.883202176874732,0.965603432967931,0.882977226507587,"IDH2",1
"GO:0048018","GO:0048018","receptor ligand activity","5/333","397/16969",0.892919653052394,0.965603432967931,0.882977226507587,"WNT3/SPP1/MDK/VGF/HDGF",5
"GO:0061134","GO:0061134","peptidase regulator activity","2/333","192/16969",0.893574639801902,0.965603432967931,0.882977226507587,"BIRC5/CST1",2
"GO:0004857","GO:0004857","enzyme inhibitor activity","4/333","332/16969",0.893888946759622,0.965603432967931,0.882977226507587,"BIRC5/PPME1/CST1/HEXIM2",4
"GO:0015276","GO:0015276","ligand-gated ion channel activity","1/333","114/16969",0.896378752315965,0.965603432967931,0.882977226507587,"CHRNA5",1
"GO:0022834","GO:0022834","ligand-gated channel activity","1/333","114/16969",0.896378752315965,0.965603432967931,0.882977226507587,"CHRNA5",1
"GO:0022839","GO:0022839","ion gated channel activity","3/333","267/16969",0.89829538438631,0.965603432967931,0.882977226507587,"CHRNA5/HCN3/KCNMB3",3
"GO:0022836","GO:0022836","gated channel activity","3/333","268/16969",0.899696050634761,0.965603432967931,0.882977226507587,"CHRNA5/HCN3/KCNMB3",3
"GO:0044325","GO:0044325","ion channel binding","1/333","116/16969",0.900432862902577,0.965603432967931,0.882977226507587,"STX1A",1
"GO:0015081","GO:0015081","sodium ion transmembrane transporter activity","1/333","117/16969",0.902400219257733,0.965603432967931,0.882977226507587,"HCN3",1
"GO:0031625","GO:0031625","ubiquitin protein ligase binding","3/333","270/16969",0.902445499449102,0.965603432967931,0.882977226507587,"UBE2T/AURKA/LAPTM4B",3
"GO:0015103","GO:0015103","inorganic anion transmembrane transporter activity","1/333","118/16969",0.904328816871498,0.965603432967931,0.882977226507587,"XPR1",1
"GO:0002020","GO:0002020","protease binding","1/333","121/16969",0.909889596287287,0.967022198844861,0.884274589292663,"MARCH6",1
"GO:0035326","GO:0035326","enhancer binding","1/333","121/16969",0.909889596287287,0.967022198844861,0.884274589292663,"MESP1",1
"GO:0008324","GO:0008324","cation transmembrane transporter activity","6/333","484/16969",0.916593381620542,0.971886717866793,0.888722853836501,"SLC39A11/SFXN1/CHRNA5/SLC41A2/HCN3/KCNMB3",6
"GO:0030545","GO:0030545","receptor regulator activity","5/333","425/16969",0.922905179440947,0.975760924608914,0.892265546630747,"WNT3/SPP1/MDK/VGF/HDGF",5
"GO:0060090","GO:0060090","molecular adaptor activity","2/333","216/16969",0.927619972193935,0.975760924608914,0.892265546630747,"STX1A/RUSC1",2
"GO:0005543","GO:0005543","phospholipid binding","4/333","363/16969",0.928536130963927,0.975760924608914,0.892265546630747,"RASAL1/LAPTM4B/SPTBN2/RACGAP1",4
"GO:0035091","GO:0035091","phosphatidylinositol binding","2/333","217/16969",0.928787750995356,0.975760924608914,0.892265546630747,"LAPTM4B/RACGAP1",2
"GO:0022890","GO:0022890","inorganic cation transmembrane transporter activity","5/333","444/16969",0.938779660545054,0.983996112085069,0.899796053202285,"SLC39A11/CHRNA5/SLC41A2/HCN3/KCNMB3",5
"GO:0051015","GO:0051015","actin filament binding","1/333","143/16969",0.941934295445877,0.985043416518915,0.900753740315581,"MYO7A",1
"GO:0022804","GO:0022804","active transmembrane transporter activity","2/333","241/16969",0.952012028037382,0.98517333027555,0.900872537416546,"ABCB6/ABCC3",2
"GO:0005125","GO:0005125","cytokine activity","1/333","154/16969",0.953398752360954,0.98517333027555,0.900872537416546,"SPP1",1
"GO:0003735","GO:0003735","structural constituent of ribosome","1/333","157/16969",0.956113081017449,0.98517333027555,0.900872537416546,"MRPL12",1
"GO:0005201","GO:0005201","extracellular matrix structural constituent","1/333","158/16969",0.956982361532628,0.98517333027555,0.900872537416546,"CTHRC1",1
"GO:0005244","GO:0005244","voltage-gated ion channel activity","1/333","158/16969",0.956982361532628,0.98517333027555,0.900872537416546,"HCN3",1
"GO:0022832","GO:0022832","voltage-gated channel activity","1/333","158/16969",0.956982361532628,0.98517333027555,0.900872537416546,"HCN3",1
"GO:0005216","GO:0005216","ion channel activity","3/333","329/16969",0.95836958993666,0.98517333027555,0.900872537416546,"CHRNA5/HCN3/KCNMB3",3
"GO:0030246","GO:0030246","carbohydrate binding","2/333","252/16969",0.960056680258203,0.98517333027555,0.900872537416546,"HKDC1/MLEC",2
"GO:0046873","GO:0046873","metal ion transmembrane transporter activity","3/333","337/16969",0.963065204558856,0.98517333027555,0.900872537416546,"SLC39A11/HCN3/KCNMB3",3
"GO:0022838","GO:0022838","substrate-specific channel activity","3/333","338/16969",0.963615926987245,0.98517333027555,0.900872537416546,"CHRNA5/HCN3/KCNMB3",3
"GO:0015077","GO:0015077","monovalent inorganic cation transmembrane transporter activity","2/333","266/16969",0.968442490937001,0.987897808835289,0.903363883698283,"HCN3/KCNMB3",2
"GO:0016747","GO:0016747","transferase activity, transferring acyl groups other than amino-acyl groups","1/333","187/16969",0.975931339425583,0.988820789661385,0.904207885513233,"NAT10",1
"GO:0003713","GO:0003713","transcription coactivator activity","2/333","285/16969",0.977160039849774,0.988820789661385,0.904207885513233,"BCL9/CCNE1",2
"GO:0015267","GO:0015267","channel activity","3/333","370/16969",0.977659669019329,0.988820789661385,0.904207885513233,"CHRNA5/HCN3/KCNMB3",3
"GO:0022803","GO:0022803","passive transmembrane transporter activity","3/333","371/16969",0.978002181459401,0.988820789661385,0.904207885513233,"CHRNA5/HCN3/KCNMB3",3
"GO:0005126","GO:0005126","cytokine receptor binding","1/333","210/16969",0.984825224129362,0.990711502939745,0.905936811394861,"TRAP1",1
"GO:0016746","GO:0016746","transferase activity, transferring acyl groups","1/333","217/16969",0.986814479666938,0.990711502939745,0.905936811394861,"NAT10",1
"GO:0004175","GO:0004175","endopeptidase activity","2/333","322/16969",0.987954012647045,0.990711502939745,0.905936811394861,"F12/ST14",2
"GO:0003924","GO:0003924","GTPase activity","1/333","224/16969",0.988543644071168,0.990711502939745,0.905936811394861,"NUDT1",1
"GO:0003729","GO:0003729","mRNA binding","2/333","425/16969",0.998081209002301,0.998081209002301,0.912675895367761,"CPSF6/XPO5",2
