"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010008","GO:0010008","endosome membrane","6/348","464/18678",0.866621211026198,0.986373038488515,0.861671509477216,"TMEM184A/CHMP4B/RAB15/ABCB6/IRAK1/LAPTM4B",6
"GO:0035770","GO:0035770","ribonucleoprotein granule","2/348","188/18678",0.868190435986318,0.986373038488515,0.861671509477216,"BARD1/TDRKH",2
"GO:0015934","GO:0015934","large ribosomal subunit","1/348","108/18678",0.869591594964723,0.986373038488515,0.861671509477216,"MRPL12",1
"GO:0031012","GO:0031012","extracellular matrix","6/348","468/18678",0.87177820351046,0.986373038488515,0.861671509477216,"WNT3/MMP11/CTHRC1/MDK/F12/HDGF",6
"GO:0044449","GO:0044449","contractile fiber part","2/348","192/18678",0.875781260459459,0.986373038488515,0.861671509477216,"KRT8/ENO1",2
"GO:0060205","GO:0060205","cytoplasmic vesicle lumen","4/348","338/18678",0.878076067083344,0.986373038488515,0.861671509477216,"ILF2/CANT1/C1orf35/HYOU1",4
"GO:0031983","GO:0031983","vesicle lumen","4/348","339/18678",0.879483904633854,0.986373038488515,0.861671509477216,"ILF2/CANT1/C1orf35/HYOU1",4
"GO:0005769","GO:0005769","early endosome","4/348","340/18678",0.880877668387488,0.986373038488515,0.861671509477216,"TMEM184A/KIFC1/LAPTM4B/RUSC1",4
"GO:0005802","GO:0005802","trans-Golgi network","2/348","196/18678",0.88296812053698,0.986373038488515,0.861671509477216,"DPY30/COG2",2
"GO:0030016","GO:0030016","myofibril","2/348","197/18678",0.884703893301007,0.986373038488515,0.861671509477216,"KRT8/ENO1",2
"GO:0098800","GO:0098800","inner mitochondrial membrane protein complex","1/348","115/18678",0.885768686232898,0.986373038488515,0.861671509477216,"NDUFS8",1
"GO:0031674","GO:0031674","I band","1/348","116/18678",0.887910177219859,0.986373038488515,0.861671509477216,"KRT8",1
"GO:0098858","GO:0098858","actin-based cell projection","2/348","200/18678",0.889769493481908,0.986373038488515,0.861671509477216,"MYO7A/PTPRH",2
"GO:0005912","GO:0005912","adherens junction","6/348","496/18678",0.903408303373511,0.989639141824866,0.864524697958781,"CDCA3/BAIAP2L1/P4HB/FRMD5/ITGA11/HYOU1",6
"GO:0097730","GO:0097730","non-motile cilium","1/348","124/18678",0.903661878530414,0.989639141824866,0.864524697958781,"MYO7A",1
"GO:0043292","GO:0043292","contractile fiber","2/348","209/18678",0.903755098217722,0.989639141824866,0.864524697958781,"KRT8/ENO1",2
"GO:0098552","GO:0098552","side of membrane","4/348","359/18678",0.904821494587236,0.989639141824866,0.864524697958781,"EEF1A2/CHMP4B/P4HB/RACGAP1",4
"GO:0042383","GO:0042383","sarcolemma","1/348","125/18678",0.905468802442854,0.989639141824866,0.864524697958781,"KRT8",1
"GO:0043235","GO:0043235","receptor complex","3/348","292/18678",0.911643809202232,0.990233301460674,0.865043741373677,"CHRNA5/IRAK1/ITGA11",3
"GO:0005777","GO:0005777","peroxisome","1/348","130/18678",0.914008925079442,0.990233301460674,0.865043741373677,"IDH2",1
"GO:0042579","GO:0042579","microbody","1/348","130/18678",0.914008925079442,0.990233301460674,0.865043741373677,"IDH2",1
"GO:0042734","GO:0042734","presynaptic membrane","1/348","141/18678",0.930185432348243,0.990233301460674,0.865043741373677,"STX1A",1
"GO:0097060","GO:0097060","synaptic membrane","4/348","395/18678",0.938795700970253,0.990233301460674,0.865043741373677,"STX1A/CHRNA5/RUSC1/NIPSNAP1",4
"GO:0031901","GO:0031901","early endosome membrane","1/348","148/18678",0.938860448488253,0.990233301460674,0.865043741373677,"TMEM184A",1
"GO:0005770","GO:0005770","late endosome","2/348","240/18678",0.940240096141516,0.990233301460674,0.865043741373677,"CHMP4B/LAPTM4B",2
"GO:0034774","GO:0034774","secretory granule lumen","3/348","321/18678",0.940366753446642,0.990233301460674,0.865043741373677,"ILF2/CANT1/C1orf35",3
"GO:0062023","GO:0062023","collagen-containing extracellular matrix","4/348","399/18678",0.941797197934597,0.990233301460674,0.865043741373677,"CTHRC1/MDK/F12/HDGF",4
"GO:0099699","GO:0099699","integral component of synaptic membrane","1/348","152/18678",0.943325918128855,0.990233301460674,0.865043741373677,"STX1A",1
"GO:0005840","GO:0005840","ribosome","2/348","252/18678",0.950476934050286,0.990233301460674,0.865043741373677,"DAP3/MRPL12",2
"GO:0030666","GO:0030666","endocytic vesicle membrane","1/348","161/18678",0.952219764452722,0.990233301460674,0.865043741373677,"WNT3",1
"GO:0044441","GO:0044441","ciliary part","4/348","415/18678",0.952510160272331,0.990233301460674,0.865043741373677,"CENPF/POC1A/MYO7A/WDR34",4
"GO:0055037","GO:0055037","recycling endosome","1/348","164/18678",0.954863473609805,0.990233301460674,0.865043741373677,"AVL9",1
"GO:0099240","GO:0099240","intrinsic component of synaptic membrane","1/348","164/18678",0.954863473609805,0.990233301460674,0.865043741373677,"STX1A",1
"GO:0005765","GO:0005765","lysosomal membrane","3/348","344/18678",0.956723969150772,0.990233301460674,0.865043741373677,"EEF1A2/MYO7A/LAPTM4B",3
"GO:0098852","GO:0098852","lytic vacuole membrane","3/348","344/18678",0.956723969150772,0.990233301460674,0.865043741373677,"EEF1A2/MYO7A/LAPTM4B",3
"GO:0098978","GO:0098978","glutamatergic synapse","3/348","352/18678",0.961354967204911,0.990233301460674,0.865043741373677,"STX1A/ARHGAP39/SPTBN2",3
"GO:0030139","GO:0030139","endocytic vesicle","2/348","289/18678",0.972536097132792,0.990233301460674,0.865043741373677,"WNT3/HYOU1",2
"GO:0014069","GO:0014069","postsynaptic density","2/348","290/18678",0.972975512004588,0.990233301460674,0.865043741373677,"STX1A/RUSC1",2
"GO:0032279","GO:0032279","asymmetric synapse","2/348","294/18678",0.974666390374933,0.990233301460674,0.865043741373677,"STX1A/RUSC1",2
"GO:0005774","GO:0005774","vacuolar membrane","3/348","382/18678",0.974896953167688,0.990233301460674,0.865043741373677,"EEF1A2/MYO7A/LAPTM4B",3
"GO:0045211","GO:0045211","postsynaptic membrane","2/348","299/18678",0.976636911050684,0.990233301460674,0.865043741373677,"CHRNA5/RUSC1",2
"GO:0009897","GO:0009897","external side of plasma membrane","1/348","199/18678",0.976781872656782,0.990233301460674,0.865043741373677,"P4HB",1
"GO:0005925","GO:0005925","focal adhesion","3/348","397/18678",0.979845674583718,0.990233301460674,0.865043741373677,"P4HB/ITGA11/HYOU1",3
"GO:0005924","GO:0005924","cell-substrate adherens junction","3/348","399/18678",0.980430729851937,0.990233301460674,0.865043741373677,"P4HB/ITGA11/HYOU1",3
"GO:0030055","GO:0030055","cell-substrate junction","3/348","404/18678",0.981823458167463,0.990233301460674,0.865043741373677,"P4HB/ITGA11/HYOU1",3
"GO:0098984","GO:0098984","neuron to neuron synapse","2/348","315/18678",0.981997101427205,0.990233301460674,0.865043741373677,"STX1A/RUSC1",2
"GO:0099572","GO:0099572","postsynaptic specialization","2/348","316/18678",0.9822892776617,0.990233301460674,0.865043741373677,"STX1A/RUSC1",2
"GO:0031253","GO:0031253","cell projection membrane","2/348","317/18678",0.982576858408143,0.990233301460674,0.865043741373677,"SLC5A6/PTPRH",2
"GO:0045121","GO:0045121","membrane raft","1/348","309/18678",0.99714980720903,0.997734497417046,0.871596603820642,"SYNJ2",1
"GO:0098857","GO:0098857","membrane microdomain","1/348","310/18678",0.997203804002065,0.997734497417046,0.871596603820642,"SYNJ2",1
"GO:0098589","GO:0098589","membrane region","1/348","321/18678",0.997734497417046,0.997734497417046,0.871596603820642,"SYNJ2",1
